Country,CountryFull,InsuranceID,MarketingConsent,MarketingConsentStartDate,LoyaltyConsent,LoyaltyConsentStartDate,ThirdPartyConsent,ThirdPartyConsentStartDate
GB,United Kingdom,21394768,YES,2016-08-26,YES,2016-04-01,YES,2016-10-22
AU,Australia,68742878,YES,2017-02-25,YES,2017-07-10,NO,1900-01-01
PT,Portugal,22318567,YES,2017-05-29,YES,2017-03-06,YES,2016-10-15
PL,Poland,59113560,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,93018287,NO,1900-01-01,YES,2016-01-19,NO,1900-01-01
FR,France,33627904,YES,2016-10-26,YES,2016-05-07,NO,1900-01-01
PT,Portugal,44369276,YES,2016-01-15,NO,1900-01-01,YES,2016-06-01
DE,Germany,38200148,YES,2016-12-16,NO,1900-01-01,YES,2017-03-23
US,United States,65357915,NO,1900-01-01,NO,1900-01-01,YES,2016-11-20
GL,Greenland,91061739,NO,1900-01-01,YES,2016-10-30,NO,1900-01-01
GL,Greenland,36679928,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,39504619,YES,2016-05-08,NO,1900-01-01,YES,2017-01-24
PT,Portugal,42195251,NO,1900-01-01,YES,2016-09-14,YES,2016-12-23
HU,Hungary,52604579,YES,2016-02-10,NO,1900-01-01,NO,1900-01-01
IT,Italy,25790089,NO,1900-01-01,YES,2016-07-31,YES,2016-01-22
AT,Austria,82427512,NO,1900-01-01,YES,2017-03-24,NO,1900-01-01
CA,Canada,88303275,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PT,Portugal,36760004,NO,1900-01-01,NO,1900-01-01,YES,2016-07-08
IT,Italy,36766292,NO,1900-01-01,NO,1900-01-01,YES,2016-01-15
FI,Finland,54004192,YES,2016-06-27,NO,1900-01-01,NO,1900-01-01
PL,Poland,54114681,NO,1900-01-01,YES,2016-03-29,NO,1900-01-01
CY,Cyprus (Greek),13867412,YES,2016-08-29,YES,2017-06-29,YES,2016-03-13
DE,Germany,39975297,NO,1900-01-01,YES,2016-01-05,YES,2016-08-07
DE,Germany,47442853,YES,2016-09-29,YES,2016-02-21,NO,1900-01-01
SE,Sweden,74467570,NO,1900-01-01,YES,2017-03-05,YES,2016-02-12
US,United States,47509589,YES,2017-05-15,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,54572628,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CA,Canada,26815722,NO,1900-01-01,NO,1900-01-01,YES,2016-07-16
EE,Estonia,75909371,YES,2016-10-20,YES,2017-03-21,YES,2016-05-21
ES,Spain,45051917,YES,2016-03-31,YES,2017-02-15,NO,1900-01-01
FR,France,12455717,YES,2016-10-30,NO,1900-01-01,NO,1900-01-01
BE,Belgium,81689948,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,94584893,NO,1900-01-01,NO,1900-01-01,YES,2017-04-04
DE,Germany,67755626,NO,1900-01-01,YES,2016-06-12,YES,2016-09-10
CY,Cyprus (Anglicized),47409181,NO,1900-01-01,YES,2016-02-28,YES,2016-11-26
SE,Sweden,60891906,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,41387715,YES,2016-05-23,NO,1900-01-01,NO,1900-01-01
CH,Switzerland,94190021,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,49767955,NO,1900-01-01,NO,1900-01-01,YES,2017-03-31
IS,Iceland,73123313,NO,1900-01-01,NO,1900-01-01,YES,2017-06-09
PL,Poland,25001827,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
HU,Hungary,66823951,YES,2017-03-24,NO,1900-01-01,NO,1900-01-01
PT,Portugal,39466467,NO,1900-01-01,YES,2017-04-30,YES,2016-10-19
SI,Slovenia,62098892,NO,1900-01-01,NO,1900-01-01,YES,2017-01-01
TN,Tunisia,40536032,YES,2017-04-20,NO,1900-01-01,YES,2016-06-18
NZ,New Zealand,39320725,NO,1900-01-01,NO,1900-01-01,YES,2017-07-25
TN,Tunisia,45565210,YES,2016-07-25,NO,1900-01-01,YES,2016-05-11
AT,Austria,75657685,NO,1900-01-01,YES,2016-09-14,YES,2016-01-06
GB,United Kingdom,2983737,NO,1900-01-01,YES,2016-09-21,YES,2017-05-14
DK,Denmark,53697133,NO,1900-01-01,NO,1900-01-01,YES,2017-06-15
CY,Cyprus (Anglicized),84114764,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BR,Brazil,913784,NO,1900-01-01,NO,1900-01-01,YES,2016-09-28
FR,France,41757038,NO,1900-01-01,YES,2016-05-28,YES,2016-02-17
IT,Italy,78742697,YES,2017-03-01,NO,1900-01-01,YES,2017-04-09
HU,Hungary,23668421,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
US,United States,57289859,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,63966955,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,24211866,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FI,Finland,5091948,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,29953753,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CH,Switzerland,81803675,NO,1900-01-01,NO,1900-01-01,YES,2016-11-19
IT,Italy,19934358,YES,2016-06-02,YES,2016-12-15,NO,1900-01-01
US,United States,72330100,YES,2017-05-26,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,45196593,YES,2016-02-04,YES,2017-01-22,NO,1900-01-01
PL,Poland,56907902,YES,2016-08-24,NO,1900-01-01,NO,1900-01-01
IT,Italy,37039360,YES,2016-09-28,YES,2016-05-12,NO,1900-01-01
US,United States,23945227,NO,1900-01-01,YES,2016-02-05,NO,1900-01-01
GB,United Kingdom,23233264,YES,2016-03-06,YES,2017-06-12,NO,1900-01-01
NZ,New Zealand,91610011,YES,2016-08-23,YES,2016-12-23,YES,2016-12-02
US,United States,59599942,YES,2017-05-18,NO,1900-01-01,YES,2016-11-20
US,United States,8357170,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BR,Brazil,95318621,NO,1900-01-01,YES,2017-02-04,YES,2016-04-17
CY,Cyprus (Greek),82027480,NO,1900-01-01,YES,2017-06-26,YES,2017-01-23
NL,Netherlands,7954183,YES,2017-01-18,YES,2016-12-12,NO,1900-01-01
HU,Hungary,79157901,NO,1900-01-01,YES,2016-12-19,YES,2016-07-22
PT,Portugal,38518726,NO,1900-01-01,YES,2017-07-13,NO,1900-01-01
IS,Iceland,30362903,NO,1900-01-01,YES,2016-08-04,YES,2016-05-05
NO,Norway,66020022,NO,1900-01-01,YES,2016-06-18,NO,1900-01-01
AT,Austria,78174131,YES,2017-01-04,NO,1900-01-01,YES,2016-01-17
GB,United Kingdom,54906927,YES,2016-05-03,NO,1900-01-01,NO,1900-01-01
BE,Belgium,51677885,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,70837690,YES,2016-06-09,YES,2016-11-03,YES,2017-01-19
CZ,Czech Republic,35257518,NO,1900-01-01,YES,2016-12-12,NO,1900-01-01
PL,Poland,39685946,YES,2016-09-03,YES,2016-11-15,YES,2016-10-21
CH,Switzerland,69778218,YES,2017-04-02,NO,1900-01-01,NO,1900-01-01
PT,Portugal,6059930,NO,1900-01-01,YES,2016-03-30,YES,2016-06-05
UY,Uruguay,39880967,NO,1900-01-01,YES,2016-10-13,NO,1900-01-01
UY,Uruguay,42581845,NO,1900-01-01,NO,1900-01-01,YES,2017-01-26
EE,Estonia,19780378,NO,1900-01-01,YES,2016-10-21,NO,1900-01-01
CY,Cyprus (Anglicized),47676249,YES,2017-03-23,NO,1900-01-01,YES,2016-06-17
US,United States,10212400,YES,2016-10-08,YES,2016-07-08,YES,2016-09-29
CH,Switzerland,16754391,YES,2017-07-01,NO,1900-01-01,YES,2016-05-23
CA,Canada,86439687,YES,2016-10-10,YES,2016-07-22,NO,1900-01-01
PL,Poland,70674463,NO,1900-01-01,YES,2016-10-28,YES,2017-04-08
AU,Australia,22213995,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,27814445,NO,1900-01-01,YES,2016-07-10,YES,2016-10-12
EE,Estonia,4414405,YES,2017-07-17,NO,1900-01-01,YES,2016-01-07
CY,Cyprus (Greek),39111013,YES,2016-07-06,YES,2016-12-14,NO,1900-01-01
CA,Canada,5396118,NO,1900-01-01,NO,1900-01-01,YES,2016-05-27
IT,Italy,20473855,YES,2016-10-07,YES,2017-04-01,YES,2016-12-06
AU,Australia,88741206,NO,1900-01-01,YES,2016-07-30,NO,1900-01-01
TN,Tunisia,63041455,YES,2016-09-24,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,86304934,YES,2016-01-13,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),35502782,YES,2017-02-04,YES,2016-11-05,YES,2016-05-26
EE,Estonia,37639458,YES,2016-04-28,NO,1900-01-01,YES,2016-07-09
CA,Canada,87947402,NO,1900-01-01,YES,2017-03-08,YES,2016-08-16
BR,Brazil,64491907,NO,1900-01-01,NO,1900-01-01,YES,2016-05-08
PL,Poland,17406944,YES,2017-07-25,YES,2016-02-05,NO,1900-01-01
PT,Portugal,24851542,NO,1900-01-01,YES,2016-05-06,NO,1900-01-01
CA,Canada,63868444,YES,2017-01-26,NO,1900-01-01,YES,2016-08-20
ZA,South Africa,24899307,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GL,Greenland,41789829,NO,1900-01-01,NO,1900-01-01,YES,2017-01-21
HU,Hungary,81172159,NO,1900-01-01,NO,1900-01-01,YES,2017-07-23
SI,Slovenia,25809865,NO,1900-01-01,YES,2016-12-21,YES,2016-12-13
CZ,Czech Republic,84614782,YES,2017-02-16,YES,2017-03-01,NO,1900-01-01
DK,Denmark,18965255,NO,1900-01-01,YES,2017-03-02,YES,2017-05-11
ZA,South Africa,41949955,NO,1900-01-01,YES,2017-07-18,NO,1900-01-01
TN,Tunisia,61021695,NO,1900-01-01,YES,2016-04-11,YES,2016-04-08
BR,Brazil,11374214,YES,2016-09-27,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,84171629,NO,1900-01-01,YES,2016-01-11,NO,1900-01-01
SE,Sweden,65399763,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FR,France,97659014,YES,2016-10-09,YES,2017-01-29,YES,2016-01-04
PL,Poland,92421921,NO,1900-01-01,YES,2016-04-15,YES,2016-04-06
EE,Estonia,30065834,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FI,Finland,90364628,YES,2016-01-21,YES,2016-07-04,YES,2016-01-17
PL,Poland,18587680,YES,2016-06-20,NO,1900-01-01,YES,2016-06-14
BE,Belgium,71926462,NO,1900-01-01,YES,2017-06-28,NO,1900-01-01
ZA,South Africa,98703268,YES,2016-07-21,YES,2017-01-19,YES,2016-02-01
CZ,Czech Republic,34501334,NO,1900-01-01,NO,1900-01-01,YES,2017-01-07
DK,Denmark,12404404,YES,2016-03-12,NO,1900-01-01,NO,1900-01-01
PT,Portugal,56532413,NO,1900-01-01,NO,1900-01-01,YES,2017-05-01
SE,Sweden,90712001,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PL,Poland,91395573,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,68631216,YES,2016-06-06,NO,1900-01-01,YES,2016-06-03
DK,Denmark,3774458,YES,2017-03-31,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,13006159,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GL,Greenland,69841591,YES,2016-12-01,YES,2016-04-11,NO,1900-01-01
CA,Canada,53864059,YES,2017-05-10,YES,2017-04-02,NO,1900-01-01
CA,Canada,94573614,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CA,Canada,48293030,YES,2016-10-07,YES,2017-04-11,NO,1900-01-01
FI,Finland,45234693,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SE,Sweden,94480172,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,21495416,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
ES,Spain,12048222,YES,2017-03-21,YES,2016-11-29,YES,2016-09-16
NZ,New Zealand,57004683,NO,1900-01-01,YES,2016-09-28,NO,1900-01-01
CA,Canada,20082773,NO,1900-01-01,NO,1900-01-01,YES,2016-07-11
BR,Brazil,35952756,NO,1900-01-01,YES,2016-07-24,YES,2017-06-16
BR,Brazil,56623522,YES,2017-05-27,NO,1900-01-01,YES,2017-01-10
DK,Denmark,26949876,NO,1900-01-01,NO,1900-01-01,YES,2016-07-18
CA,Canada,84454946,YES,2017-03-27,YES,2016-04-19,YES,2017-01-26
FR,France,24910830,YES,2017-05-17,YES,2016-01-27,YES,2017-05-17
DK,Denmark,72793561,YES,2016-12-28,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,12894009,YES,2016-11-25,NO,1900-01-01,NO,1900-01-01
HU,Hungary,26349597,YES,2016-07-12,NO,1900-01-01,YES,2017-02-12
DE,Germany,72839460,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,62387955,NO,1900-01-01,YES,2017-05-22,NO,1900-01-01
BR,Brazil,62900293,NO,1900-01-01,NO,1900-01-01,YES,2016-04-03
ES,Spain,1309686,NO,1900-01-01,NO,1900-01-01,YES,2017-04-01
GB,United Kingdom,65679863,NO,1900-01-01,YES,2016-04-11,YES,2017-04-30
TN,Tunisia,89877649,YES,2016-11-27,NO,1900-01-01,NO,1900-01-01
AT,Austria,26917422,YES,2016-05-03,NO,1900-01-01,YES,2016-08-03
CA,Canada,85683903,YES,2016-08-10,NO,1900-01-01,NO,1900-01-01
IT,Italy,8695278,YES,2016-04-08,NO,1900-01-01,NO,1900-01-01
IS,Iceland,1743510,YES,2016-02-27,NO,1900-01-01,NO,1900-01-01
DE,Germany,13005548,YES,2017-06-06,NO,1900-01-01,YES,2016-06-04
FR,France,63807975,NO,1900-01-01,YES,2016-10-23,YES,2017-02-16
PT,Portugal,16570008,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,80053397,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,4889146,NO,1900-01-01,YES,2016-03-02,YES,2017-06-19
CY,Cyprus (Greek),65241150,YES,2016-09-06,YES,2016-03-07,YES,2017-06-14
GB,United Kingdom,16913941,YES,2017-01-31,NO,1900-01-01,NO,1900-01-01
CA,Canada,40578303,YES,2016-08-18,YES,2016-09-26,YES,2016-12-03
EE,Estonia,67852026,YES,2017-03-07,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),78461461,YES,2016-11-06,YES,2017-04-12,NO,1900-01-01
CH,Switzerland,94924875,YES,2016-12-30,NO,1900-01-01,YES,2017-07-10
BE,Belgium,28090675,NO,1900-01-01,YES,2016-07-24,YES,2016-03-02
GB,United Kingdom,16271230,YES,2016-01-18,NO,1900-01-01,NO,1900-01-01
SE,Sweden,1914750,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PT,Portugal,82946198,NO,1900-01-01,YES,2016-10-18,NO,1900-01-01
NO,Norway,14435645,YES,2016-03-16,NO,1900-01-01,NO,1900-01-01
ES,Spain,45146845,NO,1900-01-01,NO,1900-01-01,YES,2016-08-12
IT,Italy,1617907,YES,2016-04-04,YES,2016-01-14,YES,2017-04-01
FI,Finland,78331114,YES,2016-02-23,NO,1900-01-01,YES,2017-01-27
CY,Cyprus (Greek),47720752,NO,1900-01-01,NO,1900-01-01,YES,2017-04-12
DK,Denmark,94858192,YES,2017-06-17,NO,1900-01-01,YES,2016-02-08
DE,Germany,11675679,YES,2016-06-23,YES,2017-06-18,NO,1900-01-01
FI,Finland,41141095,NO,1900-01-01,NO,1900-01-01,YES,2017-03-22
CZ,Czech Republic,22189856,NO,1900-01-01,NO,1900-01-01,YES,2017-01-13
CY,Cyprus (Greek),87267331,YES,2016-12-28,YES,2016-05-30,YES,2017-01-18
GL,Greenland,29206796,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,97306810,YES,2016-07-30,YES,2017-06-25,NO,1900-01-01
HU,Hungary,26489513,NO,1900-01-01,NO,1900-01-01,YES,2016-12-08
DK,Denmark,67916514,YES,2017-05-11,NO,1900-01-01,YES,2016-11-07
BE,Belgium,4664606,NO,1900-01-01,YES,2016-11-06,YES,2017-04-19
DE,Germany,25309520,NO,1900-01-01,YES,2016-09-21,YES,2016-12-13
IS,Iceland,27525586,NO,1900-01-01,YES,2017-05-25,NO,1900-01-01
NL,Netherlands,42394863,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,60173421,NO,1900-01-01,YES,2016-12-09,YES,2016-01-17
IS,Iceland,38621214,YES,2017-02-01,NO,1900-01-01,NO,1900-01-01
ES,Spain,79012031,NO,1900-01-01,YES,2016-05-30,NO,1900-01-01
TN,Tunisia,52015112,NO,1900-01-01,YES,2016-02-27,YES,2016-06-20
EE,Estonia,14458978,YES,2017-06-23,NO,1900-01-01,YES,2017-02-07
AT,Austria,99469292,YES,2016-07-13,NO,1900-01-01,YES,2017-03-04
DK,Denmark,98835701,NO,1900-01-01,YES,2016-11-01,YES,2017-04-20
DE,Germany,84264242,YES,2016-01-14,YES,2017-01-09,NO,1900-01-01
BE,Belgium,55529444,YES,2016-12-13,NO,1900-01-01,NO,1900-01-01
IS,Iceland,98476822,NO,1900-01-01,YES,2016-12-24,YES,2017-02-16
IS,Iceland,14824002,YES,2017-04-12,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),8982402,YES,2016-10-02,YES,2016-08-19,YES,2017-02-26
DE,Germany,7212707,NO,1900-01-01,YES,2016-08-16,NO,1900-01-01
NZ,New Zealand,63361403,YES,2016-06-27,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,47306908,YES,2016-02-20,NO,1900-01-01,NO,1900-01-01
CA,Canada,48328611,YES,2017-06-19,NO,1900-01-01,NO,1900-01-01
EE,Estonia,36923877,NO,1900-01-01,NO,1900-01-01,YES,2016-05-26
NZ,New Zealand,83192221,NO,1900-01-01,NO,1900-01-01,YES,2016-10-25
GL,Greenland,54187611,YES,2016-04-11,YES,2016-09-19,YES,2017-02-19
GL,Greenland,87043588,YES,2017-02-26,NO,1900-01-01,YES,2016-03-14
BR,Brazil,11974938,NO,1900-01-01,NO,1900-01-01,YES,2017-05-19
UY,Uruguay,97233520,YES,2016-05-27,YES,2016-11-14,NO,1900-01-01
CY,Cyprus (Anglicized),49097158,YES,2016-06-20,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,97868091,YES,2017-07-09,NO,1900-01-01,NO,1900-01-01
US,United States,10824598,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
HU,Hungary,92286686,NO,1900-01-01,YES,2016-03-04,NO,1900-01-01
FR,France,83689248,YES,2016-08-20,YES,2017-01-05,YES,2016-11-28
UY,Uruguay,15430353,NO,1900-01-01,YES,2016-03-02,YES,2017-04-03
CA,Canada,86738186,NO,1900-01-01,YES,2017-07-05,NO,1900-01-01
BE,Belgium,9664958,YES,2016-01-20,NO,1900-01-01,YES,2016-06-22
GB,United Kingdom,96516824,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
FR,France,60038410,NO,1900-01-01,YES,2016-08-20,YES,2017-06-28
HU,Hungary,72788149,YES,2016-12-25,YES,2016-08-30,YES,2016-08-16
US,United States,53174854,NO,1900-01-01,YES,2017-06-17,NO,1900-01-01
ZA,South Africa,37541405,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,87114696,YES,2017-01-29,YES,2017-04-16,YES,2017-02-26
IT,Italy,10047716,YES,2016-08-09,YES,2016-12-05,YES,2017-01-07
HU,Hungary,39840821,YES,2017-07-30,YES,2016-04-09,YES,2017-01-22
NO,Norway,68845846,NO,1900-01-01,YES,2016-03-17,YES,2017-04-10
ZA,South Africa,95342080,NO,1900-01-01,NO,1900-01-01,YES,2016-08-25
BR,Brazil,32561232,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AU,Australia,87605166,YES,2017-05-02,NO,1900-01-01,YES,2017-06-11
DK,Denmark,26963401,NO,1900-01-01,YES,2016-09-23,YES,2017-06-13
NZ,New Zealand,26592685,YES,2017-01-04,YES,2017-06-06,YES,2016-02-14
ES,Spain,86635717,YES,2016-12-08,YES,2017-06-28,NO,1900-01-01
SE,Sweden,62563924,NO,1900-01-01,YES,2016-07-31,NO,1900-01-01
EE,Estonia,27562769,YES,2016-04-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,34517706,NO,1900-01-01,NO,1900-01-01,YES,2016-12-22
EE,Estonia,52007481,NO,1900-01-01,YES,2017-02-01,NO,1900-01-01
PT,Portugal,74359393,YES,2017-07-17,NO,1900-01-01,YES,2017-05-06
FR,France,42261721,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
US,United States,69923697,YES,2016-06-04,NO,1900-01-01,YES,2017-03-16
DK,Denmark,36933343,NO,1900-01-01,NO,1900-01-01,YES,2017-03-31
BR,Brazil,61435909,NO,1900-01-01,YES,2016-09-16,YES,2016-07-12
BR,Brazil,20980029,NO,1900-01-01,NO,1900-01-01,YES,2016-10-26
CY,Cyprus (Anglicized),76633875,YES,2016-03-21,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,55633079,YES,2016-09-15,NO,1900-01-01,YES,2017-05-16
DE,Germany,39860675,NO,1900-01-01,YES,2017-04-22,YES,2016-11-19
PL,Poland,40126543,YES,2017-07-12,NO,1900-01-01,NO,1900-01-01
DK,Denmark,67810959,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,25589074,NO,1900-01-01,YES,2016-08-01,YES,2017-07-31
CY,Cyprus (Anglicized),25300435,YES,2016-11-29,YES,2016-07-31,YES,2017-07-23
SI,Slovenia,77555698,YES,2016-02-20,YES,2016-03-17,YES,2016-08-15
NL,Netherlands,41886885,YES,2016-10-03,YES,2016-03-15,NO,1900-01-01
BR,Brazil,15594039,NO,1900-01-01,YES,2016-01-16,NO,1900-01-01
UY,Uruguay,495350,NO,1900-01-01,NO,1900-01-01,YES,2016-07-15
PT,Portugal,69670808,NO,1900-01-01,YES,2016-10-17,NO,1900-01-01
DK,Denmark,59153143,NO,1900-01-01,YES,2016-06-22,NO,1900-01-01
HU,Hungary,46316501,NO,1900-01-01,YES,2017-03-14,YES,2016-07-05
BE,Belgium,40556839,YES,2016-08-27,YES,2016-11-28,NO,1900-01-01
UY,Uruguay,66088420,YES,2016-05-28,YES,2016-03-03,NO,1900-01-01
FR,France,89189103,YES,2016-06-27,YES,2016-03-26,YES,2016-12-20
NO,Norway,29328588,YES,2017-03-28,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,42418615,YES,2017-04-11,YES,2017-03-29,NO,1900-01-01
BE,Belgium,71298900,YES,2016-02-02,YES,2016-08-10,YES,2017-04-30
HU,Hungary,3893896,NO,1900-01-01,NO,1900-01-01,YES,2016-08-15
GB,United Kingdom,8156318,NO,1900-01-01,YES,2016-04-02,YES,2017-07-08
AT,Austria,42649238,YES,2016-09-21,YES,2016-08-24,YES,2017-03-02
SE,Sweden,378178,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PT,Portugal,22245550,YES,2017-07-13,NO,1900-01-01,YES,2016-12-10
DK,Denmark,48604170,NO,1900-01-01,NO,1900-01-01,YES,2016-12-29
CY,Cyprus (Greek),35775310,NO,1900-01-01,NO,1900-01-01,YES,2016-04-26
PL,Poland,73915333,YES,2017-05-09,YES,2017-01-16,YES,2017-04-23
FR,France,85099214,NO,1900-01-01,YES,2017-06-04,NO,1900-01-01
EE,Estonia,50377375,YES,2016-11-28,NO,1900-01-01,YES,2017-04-09
IT,Italy,33271821,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,62461282,YES,2017-06-28,NO,1900-01-01,YES,2016-04-10
PT,Portugal,37059427,YES,2017-07-09,YES,2016-08-12,NO,1900-01-01
CY,Cyprus (Greek),46897658,YES,2016-10-15,NO,1900-01-01,YES,2016-03-18
FI,Finland,13321017,NO,1900-01-01,YES,2016-05-06,NO,1900-01-01
GL,Greenland,18686168,NO,1900-01-01,NO,1900-01-01,YES,2017-04-10
BR,Brazil,45285204,YES,2016-09-11,NO,1900-01-01,YES,2017-05-03
CH,Switzerland,76587920,YES,2016-04-21,YES,2016-04-30,NO,1900-01-01
CH,Switzerland,52149659,NO,1900-01-01,YES,2016-07-26,YES,2016-05-28
SE,Sweden,53200222,YES,2017-06-09,YES,2016-06-22,NO,1900-01-01
CY,Cyprus (Greek),17844055,YES,2016-03-01,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,94228372,NO,1900-01-01,YES,2017-06-20,NO,1900-01-01
PT,Portugal,19638991,YES,2016-08-26,YES,2016-08-08,NO,1900-01-01
UY,Uruguay,43976625,YES,2017-04-05,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,99062242,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,22937942,NO,1900-01-01,YES,2017-01-02,NO,1900-01-01
TN,Tunisia,71041337,YES,2016-08-02,YES,2017-06-19,NO,1900-01-01
GL,Greenland,81349272,YES,2017-01-21,YES,2017-02-09,NO,1900-01-01
UY,Uruguay,35767980,YES,2016-10-08,NO,1900-01-01,YES,2017-03-19
PL,Poland,52595711,YES,2017-05-06,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),22689738,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CH,Switzerland,94856092,YES,2017-04-03,NO,1900-01-01,NO,1900-01-01
CH,Switzerland,32254012,NO,1900-01-01,YES,2016-01-29,YES,2016-03-21
BR,Brazil,11647497,YES,2016-07-31,YES,2017-02-02,NO,1900-01-01
ES,Spain,70095164,NO,1900-01-01,NO,1900-01-01,YES,2016-08-03
DK,Denmark,19365709,NO,1900-01-01,YES,2016-11-19,NO,1900-01-01
HU,Hungary,1878032,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,86825924,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PL,Poland,41708723,NO,1900-01-01,YES,2017-02-14,NO,1900-01-01
AU,Australia,12043166,NO,1900-01-01,NO,1900-01-01,YES,2017-07-07
UY,Uruguay,49675111,NO,1900-01-01,NO,1900-01-01,YES,2016-02-08
DE,Germany,39263870,YES,2016-09-23,YES,2017-05-02,YES,2017-03-23
US,United States,44432579,YES,2016-07-18,NO,1900-01-01,YES,2017-04-02
CZ,Czech Republic,50125915,YES,2016-09-19,NO,1900-01-01,NO,1900-01-01
DK,Denmark,91519139,YES,2016-03-05,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,98444079,YES,2017-03-25,YES,2016-04-07,YES,2016-06-25
HU,Hungary,28406661,YES,2016-10-14,YES,2017-06-19,YES,2016-12-03
NL,Netherlands,98790497,NO,1900-01-01,NO,1900-01-01,YES,2016-04-19
NL,Netherlands,51377212,YES,2017-05-12,NO,1900-01-01,YES,2016-06-01
BE,Belgium,55284999,YES,2016-03-29,NO,1900-01-01,YES,2016-06-27
NL,Netherlands,15450890,NO,1900-01-01,YES,2017-07-05,NO,1900-01-01
ZA,South Africa,64456502,NO,1900-01-01,NO,1900-01-01,YES,2016-09-01
FR,France,40443470,NO,1900-01-01,NO,1900-01-01,YES,2016-02-20
BR,Brazil,95136771,NO,1900-01-01,NO,1900-01-01,YES,2016-01-13
GL,Greenland,13562620,YES,2016-04-02,NO,1900-01-01,YES,2016-01-08
GB,United Kingdom,8124988,NO,1900-01-01,YES,2016-11-23,NO,1900-01-01
PL,Poland,71422352,YES,2016-11-04,NO,1900-01-01,NO,1900-01-01
